wavelength_nm,ordinary,extraordinary
493,5.6470117798642271E-18,3.5110787596461169E-18
494,5.5396624166530733E-18,3.4391097806503669E-18
495,5.4342090343598438E-18,3.3668643614995366E-18
496,5.3295757593260203E-18,3.2951420945995802E-18
497,5.2250838122278564E-18,3.2251591953286134E-18
498,5.1189650762420087E-18,3.1507249326366295E-18
499,5.0130512283058985E-18,3.0792467515983794E-18
500,4.9101589410969282E-18,3.0134700000962104E-18
501,4.8108569783099949E-18,2.947312924161598E-18
502,4.7140659637560067E-18,2.879245794137265E-18
503,4.6152098666946138E-18,2.821066453947342E-18
504,4.5142971641548645E-18,2.7524935972209989E-18
505,4.4138302403047614E-18,2.6857015016546908E-18
506,4.3148282067423955E-18,2.6229325699128355E-18
507,4.2177707177091783E-18,2.5562055615653335E-18
508,4.1222237335295086E-18,2.4956923948234007E-18
509,4.0305048503984081E-18,2.4388560149102955E-18
510,3.9413736779505207E-18,2.3866832366016381E-18
511,3.8538083740314928E-18,2.3346588401623557E-18
512,3.7660704071569148E-18,2.279577952784558E-18
513,3.6800295439941024E-18,2.224808073494889E-18
514,3.5960638041106481E-18,2.1744451543947842E-18
515,3.5164330603828165E-18,2.1246467154594003E-18
516,3.4423149792165067E-18,2.078562311291782E-18
517,3.3705838840903654E-18,2.0288728355097598E-18
518,3.3002347174569666E-18,1.9830288813950112E-18
519,3.228953409019931E-18,1.9446065862304329E-18
520,3.1555571544478181E-18,1.8973913066748574E-18
521,3.0830291730915904E-18,1.8493595569379276E-18
522,3.0130831519966018E-18,1.8098554919067536E-18
523,2.9465783815351989E-18,1.7690577109233559E-18
524,2.8832144776048649E-18,1.7325521502911148E-18
525,2.8217927231780112E-18,1.6912924226379341E-18
526,2.7573119591608126E-18,1.6503429327253374E-18
527,2.7000279243078321E-18,1.6199046383520213E-18
528,2.6474583179406285E-18,1.5768975821797625E-18
529,2.5886654160967208E-18,1.5360216016034053E-18
530,2.5302250557216884E-18,1.4999733756685323E-18
531,2.481225686129271E-18,1.471334373053515E-18
532,2.434764062041548E-18,1.4379821128551985E-18
533,2.3847606625179823E-18,1.4068194534712083E-18
534,2.3387668649701794E-18,1.3765949139445495E-18
535,2.2967954354421017E-18,1.3518807187200551E-18
536,2.2546668566988852E-18,1.3251745347103251E-18
537,2.2076268402071256E-18,1.2947279918235514E-18
538,2.1651510145917118E-18,1.2631889077802712E-18
539,2.1269304496528289E-18,1.2345286184911169E-18
