wavelength_nm,ordinary,extraordinary
679,5.2228956396439349E-22,5.2178494582065055E-22
680,5.2357570237772499E-22,5.2304535191008289E-22
681,5.2485732637352022E-22,5.2430134512639754E-22
682,5.2613446528937166E-22,5.2555295416773047E-22
683,5.2740714823948478E-22,5.2680020751364406E-22
684,2.6248770437730393E-22,5.2804313342705501E-22
685,2.6375106764442326E-22,5.2928175995641767E-22
686,2.650100627272038E-22,5.3051611493747907E-22
687,2.6626471785480618E-22,5.317462259953498E-22
688,2.6751506104311393E-22,5.3297212054634792E-22
689,5.3495127341321823E-22,5.3419382579999061E-22
690,5.361935614569909E-22,2.6911695356184283E-22
691,2.7124049597229055E-22,5.3662477623023849E-22
692,2.724738673638394E-22,5.3783407480848065E-22
693,2.7370306376332376E-22,5.3903929089622056E-22
694,2.7492811194687532E-22,5.4024045069665622E-22
695,2.7614903849062665E-22,5.4143758021693857E-22
696,2.7736586977236569E-22,5.42630705270333E-22
697,2.7857863197322783E-22,2.7752222221409021E-22
698,2.7978735107978459E-22,2.7870696215433327E-22
699,2.8099205288547781E-22,2.7988777546468407E-22
700,2.8219276299247593E-22,2.8106468718930809E-22
701,2.8338950681338857E-22,2.8223772218683749E-22
702,2.8458230957296698E-22,5.4970678330554283E-22
703,2.85771196309702E-22,5.5087258391898251E-22
704,2.8695619187759746E-22,5.5203457978986229E-22
705,2.8813732094772923E-22,2.8689158568148475E-22
706,2.8931460800990648E-22,2.8804560354813636E-22
707,2.9048807737421604E-22,2.8919589003687221E-22
708,2.9165775317271526E-22,2.9034246875366862E-22
709,2.9282365936100441E-22,2.9148536313176155E-22
710,2.9398581971956417E-22,2.9262459643334781E-22
711,2.9514425785553631E-22,2.9376019175081851E-22
712,3.011181417365932E-23,2.9489217200855652E-22
713,3.1262426946737618E-23,2.960205599642275E-22
714,3.2409388766602867E-23,2.9714537821020864E-22
715,2.9974125433309591E-22,2.9826664917522254E-22
716,3.008814295003626E-22,2.9938439512563846E-22
717,3.0201802053074867E-22,3.0049863816683667E-22
718,3.0315104985937937E-22,3.0160940024474568E-22
719,3.0428053975974486E-22,3.0271670314714086E-22
720,3.0540651234508105E-22,3.0382056850505054E-22
721,4.033779931226577E-23,3.0492101779410746E-22
722,4.1456364846035005E-23,3.0601807233598105E-22
723,4.2571479848062955E-23,3.0711175329946734E-22
724,4.3683165795602333E-23,3.0820208170212137E-22
725,3.109843784674414E-22,3.0928907841126841E-22
726,3.1208970274102137E-22,3.1037276414554007E-22
727,3.131916601207726E-22,3.1145315947609384E-22
728,3.1429027148684358E-22,3.1253028482765909E-22
729,3.1538555757136457E-22,3.136041604801827E-22
730,5.028245490765027E-23,3.1467480656970331E-22
731,5.1370726120694378E-23,3.1574224308973601E-22
732,5.2455734685937497E-23,3.1680648989263905E-22
733,5.3537500746928791E-23,3.1786756669043655E-22
734,5.461604430514511E-23,3.1892549305651206E-22
735,3.218885858006975E-22,3.199802884262818E-22
736,3.2296116322405649E-22,3.210319720986759E-22
737,3.2403057603588099E-22,3.2208056323726501E-22
738,3.2509684368979761E-22,3.23126080871304E-22
739,3.261599855035037E-22,3.2416854389698254E-22
740,6.1020735601850933E-23,3.2520797107840836E-22
741,6.20772700121129E-23,3.2624438104885915E-22
742,6.3130736964601393E-23,3.2727779231178651E-22
743,6.4181155236220832E-23,3.2830822324197883E-22
744,6.5228543473578168E-23,3.293356920865448E-22
745,6.6272920193951921E-23,6.4055637891652685E-23
746,6.7314303786303192E-23,6.5076846256598701E-23
747,6.8352712512588378E-23,6.6095147666586896E-23
748,6.9388164508504347E-23,6.7110559861827798E-23
749,7.042067778482863E-23,6.8123100460123275E-23
750,7.1450270228249036E-23,6.9132786958053364E-23
751,7.2476959602506573E-23,3.3644654205027475E-22
752,7.350076354938778E-23,3.3745095614064436E-22
753,7.4521699589773748E-23,3.3845256679967859E-22
754,7.5539785124408399E-23,3.3945139105548877E-22
755,7.6555037435339219E-23,3.4044744581964465E-22
756,3.4377322495160396E-22,3.4144074788827921E-22
757,3.4478325645894901E-22,3.4243131394310503E-22
758,3.4579050476569177E-22,3.434191605520787E-22
759,3.4679498669444669E-22,7.8094359081004206E-23
760,3.477967189536519E-22,7.9076440903640537E-23
761,3.487957181384184E-22,3.4636654770093737E-22
762,8.3583900495611245E-23,3.4734367996844523E-22
763,8.4577095209917601E-23,3.4831817395927441E-22
764,8.5567607043343655E-23,3.4929004557930735E-22
765,8.6555452140615617E-23,3.5025931062723962E-22
766,8.7540646537759384E-23,3.5122598479538758E-22
767,8.8523206163051654E-23,3.5219008367063134E-22
768,8.9503146837896882E-23,8.6838338562151851E-23
769,3.566912757079006E-22,8.7796967266440824E-23
770,3.5766640576893401E-22,8.8753067807570428E-23
771,3.5863896267719935E-22,8.9706655352812924E-23
772,9.3397032765386991E-23,9.0657744968347022E-23
773,9.4364112325911086E-23,3.5792145555442871E-22
774,9.5328665666585888E-23,3.5886795512640039E-22
775,9.6290707884106964E-23,3.5981200040327081E-22
776,9.7250253974872399E-23,3.6075360605988287E-22
777,9.8207318836019198E-23,3.6169278667389739E-22
778,9.9161917265946106E-23,3.6262955672635265E-22
779,1.0011406396515612E-22,3.635639306025718E-22
780,3.6727869185869699E-22,9.8178311569620885E-23
